STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,MEASURE,Measure,SECTOR,Institutional sector,STANDARD_REVENUE,Revenue category,CTRY_SPECIFIC_REVENUE,Country-specific revenue category,UNIT_MEASURE,Unit of measure,FREQ,Frequency of observation,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,REVENUE_CODE,Revenue code,DECIMALS,Decimals,CURRENCY,Currency
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(1.0),Comparative tables of countries in the global database,I,MNG,Mongolia,TAX_REV,Tax revenue,S13,General government,T_1000,"Taxes on income, profits and capital gains of individuals and corporations",_T,Total,PT_B1GQ,Percentage of GDP,A,Annual,2016,,4.36,,A,Normal value,0,Units,1000,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(1.0),Comparative tables of countries in the global database,I,LAO,Lao People’s Democratic Republic,TAX_REV,Tax revenue,S13,General government,T_1000,"Taxes on income, profits and capital gains of individuals and corporations",_T,Total,PT_B1GQ,Percentage of GDP,A,Annual,2017,,2.546,,A,Normal value,0,Units,1000,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(1.0),Comparative tables of countries in the global database,I,SO,Asia and the Pacific,TAX_REV,Tax revenue,S13,General government,T_4000,Taxes on property,_T,Total,PT_B1GQ,Percentage of GDP,A,Annual,2010,,0.689,,A,Normal value,0,Units,4000,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(1.0),Comparative tables of countries in the global database,I,ISR,Israel,TAX_REV,Tax revenue,S13,General government,T_2000,Social security contributions (SSC),_T,Total,PT_B1GQ,Percentage of GDP,A,Annual,2016,,5.148,,A,Normal value,0,Units,2000,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(1.0),Comparative tables of countries in the global database,I,TTO,Trinidad and Tobago,TAX_REV,Tax revenue,S13,General government,T_6000,Other taxes,_T,Total,PT_B1GQ,Percentage of GDP,A,Annual,2018,,0,,A,Normal value,0,Units,6000,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(1.0),Comparative tables of countries in the global database,I,HKG,Hong Kong (China),TAX_REV,Tax revenue,S13,General government,T_2000,Social security contributions (SSC),_T,Total,PT_B1GQ,Percentage of GDP,A,Annual,2015,,0,,A,Normal value,0,Units,2000,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(1.0),Comparative tables of countries in the global database,I,PAN,Panama,TAX_REV,Tax revenue,S13,General government,T_6000,Other taxes,_T,Total,PT_B1GQ,Percentage of GDP,A,Annual,2016,,0.06,,A,Normal value,0,Units,6000,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(1.0),Comparative tables of countries in the global database,I,SGP,Singapore,TAX_REV,Tax revenue,S13,General government,T_1000,"Taxes on income, profits and capital gains of individuals and corporations",_T,Total,PT_B1GQ,Percentage of GDP,A,Annual,2016,,5.86,,A,Normal value,0,Units,1000,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(1.0),Comparative tables of countries in the global database,I,ARG,Argentina,TAX_REV,Tax revenue,S13,General government,T_2000,Social security contributions (SSC),_T,Total,PT_B1GQ,Percentage of GDP,A,Annual,2016,,6.758,,A,Normal value,0,Units,2000,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(1.0),Comparative tables of countries in the global database,I,SO,Asia and the Pacific,TAX_REV,Tax revenue,S13,General government,T_3000,Taxes on payroll and workforce,_T,Total,PT_B1GQ,Percentage of GDP,A,Annual,2017,,0.082,,A,Normal value,0,Units,3000,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(1.0),Comparative tables of countries in the global database,I,BOL,Bolivia,TAX_REV,Tax revenue,S13,General government,T_3000,Taxes on payroll and workforce,_T,Total,PT_B1GQ,Percentage of GDP,A,Annual,2014,,0,,A,Normal value,0,Units,3000,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(1.0),Comparative tables of countries in the global database,I,BOL,Bolivia,TAX_REV,Tax revenue,S13,General government,T_6000,Other taxes,_T,Total,PT_B1GQ,Percentage of GDP,A,Annual,2016,,2.513,,A,Normal value,0,Units,6000,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(1.0),Comparative tables of countries in the global database,I,SGP,Singapore,TAX_REV,Tax revenue,S13,General government,T_5000,Taxes on goods and services,_T,Total,PT_B1GQ,Percentage of GDP,A,Annual,2016,,4.14,,A,Normal value,0,Units,5000,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(1.0),Comparative tables of countries in the global database,I,DEU,Germany,TAX_REV,Tax revenue,S13,General government,T_3000,Taxes on payroll and workforce,_T,Total,PT_B1GQ,Percentage of GDP,A,Annual,2013,,0,,A,Normal value,0,Units,3000,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(1.0),Comparative tables of countries in the global database,I,TUR,Türkiye,TAX_REV,Tax revenue,S13,General government,T_4000,Taxes on property,_T,Total,PT_B1GQ,Percentage of GDP,A,Annual,2016,,1.213,,A,Normal value,0,Units,4000,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(1.0),Comparative tables of countries in the global database,I,IRL,Ireland,TAX_REV,Tax revenue,S13,General government,T_5000,Taxes on goods and services,_T,Total,PT_B1GQ,Percentage of GDP,A,Annual,2016,,7.78,,A,Normal value,0,Units,5000,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(1.0),Comparative tables of countries in the global database,I,HUN,Hungary,TAX_REV,Tax revenue,S13,General government,T_3000,Taxes on payroll and workforce,_T,Total,PT_B1GQ,Percentage of GDP,A,Annual,2016,,0.747,,A,Normal value,0,Units,3000,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(1.0),Comparative tables of countries in the global database,I,PRT,Portugal,TAX_REV,Tax revenue,S13,General government,T_3000,Taxes on payroll and workforce,_T,Total,PT_B1GQ,Percentage of GDP,A,Annual,2018,,0,,A,Normal value,0,Units,3000,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(1.0),Comparative tables of countries in the global database,I,MDV,Maldives,TAX_REV,Tax revenue,S13,General government,T_6000,Other taxes,_T,Total,PT_B1GQ,Percentage of GDP,A,Annual,2018,,0,,A,Normal value,0,Units,6000,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(1.0),Comparative tables of countries in the global database,I,COK,Cook Islands,TAX_REV,Tax revenue,S13,General government,T_1000,"Taxes on income, profits and capital gains of individuals and corporations",_T,Total,PT_B1GQ,Percentage of GDP,A,Annual,2016,,9.235,,A,Normal value,0,Units,1000,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(1.0),Comparative tables of countries in the global database,I,IRL,Ireland,TAX_REV,Tax revenue,S13,General government,T_6000,Other taxes,_T,Total,PT_B1GQ,Percentage of GDP,A,Annual,2016,,0.004,,A,Normal value,0,Units,6000,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(1.0),Comparative tables of countries in the global database,I,URY,Uruguay,TAX_REV,Tax revenue,S13,General government,T_2000,Social security contributions (SSC),_T,Total,PT_B1GQ,Percentage of GDP,A,Annual,2016,,6.869,,A,Normal value,0,Units,2000,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(1.0),Comparative tables of countries in the global database,I,CUB,Cuba,TAX_REV,Tax revenue,S13,General government,T_5000,Taxes on goods and services,_T,Total,PT_B1GQ,Percentage of GDP,A,Annual,2010,,19.095,,A,Normal value,0,Units,5000,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(1.0),Comparative tables of countries in the global database,I,KIR,Kiribati,TAX_REV,Tax revenue,S13,General government,T_1000,"Taxes on income, profits and capital gains of individuals and corporations",_T,Total,PT_B1GQ,Percentage of GDP,A,Annual,2017,,7.329,,A,Normal value,0,Units,1000,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(1.0),Comparative tables of countries in the global database,I,VUT,Vanuatu,TAX_REV,Tax revenue,S13,General government,T_5000,Taxes on goods and services,_T,Total,PT_B1GQ,Percentage of GDP,A,Annual,2015,,16.415,,A,Normal value,0,Units,5000,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(1.0),Comparative tables of countries in the global database,I,JAM,Jamaica,TAX_REV,Tax revenue,S13,General government,T_4000,Taxes on property,_T,Total,PT_B1GQ,Percentage of GDP,A,Annual,2016,,1.201,,A,Normal value,0,Units,4000,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(1.0),Comparative tables of countries in the global database,I,FJI,Fiji,TAX_REV,Tax revenue,S13,General government,T_1000,"Taxes on income, profits and capital gains of individuals and corporations",_T,Total,PT_B1GQ,Percentage of GDP,A,Annual,2016,,7.065,,A,Normal value,0,Units,1000,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(1.0),Comparative tables of countries in the global database,I,DEU,Germany,TAX_REV,Tax revenue,S13,General government,T_5000,Taxes on goods and services,_T,Total,PT_B1GQ,Percentage of GDP,A,Annual,2009,,11.267,,A,Normal value,0,Units,5000,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(1.0),Comparative tables of countries in the global database,I,DOM,Dominican Republic,TAX_REV,Tax revenue,S13,General government,T_3000,Taxes on payroll and workforce,_T,Total,PT_B1GQ,Percentage of GDP,A,Annual,2016,,0.076,,A,Normal value,0,Units,3000,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(1.0),Comparative tables of countries in the global database,I,NZL,New Zealand,TAX_REV,Tax revenue,S13,General government,T_6000,Other taxes,_T,Total,PT_B1GQ,Percentage of GDP,A,Annual,2017,,0,,A,Normal value,0,Units,6000,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(1.0),Comparative tables of countries in the global database,I,COL,Colombia,TAX_REV,Tax revenue,S13,General government,T_1000,"Taxes on income, profits and capital gains of individuals and corporations",_T,Total,PT_B1GQ,Percentage of GDP,A,Annual,2017,,6.259,,A,Normal value,0,Units,1000,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(1.0),Comparative tables of countries in the global database,I,UKR,Ukraine,TAX_REV,Tax revenue,S13,General government,T_1000,"Taxes on income, profits and capital gains of individuals and corporations",_T,Total,PT_B1GQ,Percentage of GDP,A,Annual,2012,,8.82,,A,Normal value,0,Units,1000,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(1.0),Comparative tables of countries in the global database,I,BLZ,Belize,TAX_REV,Tax revenue,S13,General government,T_1000,"Taxes on income, profits and capital gains of individuals and corporations",_T,Total,PT_B1GQ,Percentage of GDP,A,Annual,2016,,5.755,,A,Normal value,0,Units,1000,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(1.0),Comparative tables of countries in the global database,I,WSM,Samoa,TAX_REV,Tax revenue,S13,General government,T_1000,"Taxes on income, profits and capital gains of individuals and corporations",_T,Total,PT_B1GQ,Percentage of GDP,A,Annual,2016,,5.216,,A,Normal value,0,Units,1000,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(1.0),Comparative tables of countries in the global database,I,LCA,Saint Lucia,TAX_REV,Tax revenue,S13,General government,T_6000,Other taxes,_T,Total,PT_B1GQ,Percentage of GDP,A,Annual,2018,,0,,A,Normal value,0,Units,6000,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(1.0),Comparative tables of countries in the global database,I,CUB,Cuba,TAX_REV,Tax revenue,S13,General government,T_1000,"Taxes on income, profits and capital gains of individuals and corporations",_T,Total,PT_B1GQ,Percentage of GDP,A,Annual,2017,,10.253,,A,Normal value,0,Units,1000,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(1.0),Comparative tables of countries in the global database,I,TTO,Trinidad and Tobago,TAX_REV,Tax revenue,S13,General government,T_3000,Taxes on payroll and workforce,_T,Total,PT_B1GQ,Percentage of GDP,A,Annual,2018,,0,,A,Normal value,0,Units,3000,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(1.0),Comparative tables of countries in the global database,I,SLV,El Salvador,TAX_REV,Tax revenue,S13,General government,T_2000,Social security contributions (SSC),_T,Total,PT_B1GQ,Percentage of GDP,A,Annual,2016,,2.708,,A,Normal value,0,Units,2000,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(1.0),Comparative tables of countries in the global database,I,PER,Peru,TAX_REV,Tax revenue,S13,General government,T_3000,Taxes on payroll and workforce,_T,Total,PT_B1GQ,Percentage of GDP,A,Annual,2015,,0.015,,A,Normal value,0,Units,3000,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(1.0),Comparative tables of countries in the global database,I,CRI,Costa Rica,TAX_REV,Tax revenue,S13,General government,T_2000,Social security contributions (SSC),_T,Total,PT_B1GQ,Percentage of GDP,A,Annual,2009,,7.05,,A,Normal value,0,Units,2000,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(1.0),Comparative tables of countries in the global database,I,KIR,Kiribati,TAX_REV,Tax revenue,S13,General government,T_4000,Taxes on property,_T,Total,PT_B1GQ,Percentage of GDP,A,Annual,2010,,0,,A,Normal value,0,Units,4000,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(1.0),Comparative tables of countries in the global database,I,MEX,Mexico,TAX_REV,Tax revenue,S13,General government,T_5000,Taxes on goods and services,_T,Total,PT_B1GQ,Percentage of GDP,A,Annual,2016,,6.437,,A,Normal value,0,Units,5000,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(1.0),Comparative tables of countries in the global database,I,BRB,Barbados,TAX_REV,Tax revenue,S13,General government,T_3000,Taxes on payroll and workforce,_T,Total,PT_B1GQ,Percentage of GDP,A,Annual,2018,,0,,A,Normal value,0,Units,3000,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(1.0),Comparative tables of countries in the global database,I,BGR,Bulgaria,TAX_REV,Tax revenue,S13,General government,T_5000,Taxes on goods and services,_T,Total,PT_B1GQ,Percentage of GDP,A,Annual,2016,,15.432,,A,Normal value,0,Units,5000,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(1.0),Comparative tables of countries in the global database,I,GRC,Greece,TAX_REV,Tax revenue,S13,General government,T_2000,Social security contributions (SSC),_T,Total,PT_B1GQ,Percentage of GDP,A,Annual,2016,,11.068,,A,Normal value,0,Units,2000,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(1.0),Comparative tables of countries in the global database,I,URY,Uruguay,TAX_REV,Tax revenue,S13,General government,T_4000,Taxes on property,_T,Total,PT_B1GQ,Percentage of GDP,A,Annual,2009,,2.18,,A,Normal value,0,Units,4000,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(1.0),Comparative tables of countries in the global database,I,SVK,Slovak Republic,TAX_REV,Tax revenue,S13,General government,T_4000,Taxes on property,_T,Total,PT_B1GQ,Percentage of GDP,A,Annual,2009,,0.417,,A,Normal value,0,Units,4000,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(1.0),Comparative tables of countries in the global database,I,PRY,Paraguay,TAX_REV,Tax revenue,S13,General government,T_4000,Taxes on property,_T,Total,PT_B1GQ,Percentage of GDP,A,Annual,2016,,0.279,,A,Normal value,0,Units,4000,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(1.0),Comparative tables of countries in the global database,I,CAN,Canada,TAX_REV,Tax revenue,S13,General government,T_3000,Taxes on payroll and workforce,_T,Total,PT_B1GQ,Percentage of GDP,A,Annual,2016,,0.675,,A,Normal value,0,Units,3000,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(1.0),Comparative tables of countries in the global database,I,ESP,Spain,TAX_REV,Tax revenue,S13,General government,T_6000,Other taxes,_T,Total,PT_B1GQ,Percentage of GDP,A,Annual,2016,,0.015,,A,Normal value,0,Units,6000,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(1.0),Comparative tables of countries in the global database,I,IDN,Indonesia,TAX_REV,Tax revenue,S13,General government,T_6000,Other taxes,_T,Total,PT_B1GQ,Percentage of GDP,A,Annual,2016,,1.285,,A,Normal value,0,Units,6000,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(1.0),Comparative tables of countries in the global database,I,SO,Asia and the Pacific,TAX_REV,Tax revenue,S13,General government,T_2000,Social security contributions (SSC),_T,Total,PT_B1GQ,Percentage of GDP,A,Annual,2010,,1.546,,A,Normal value,0,Units,2000,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(1.0),Comparative tables of countries in the global database,I,WSM,Samoa,TAX_REV,Tax revenue,S13,General government,T_4000,Taxes on property,_T,Total,PT_B1GQ,Percentage of GDP,A,Annual,2018,,0,,A,Normal value,0,Units,4000,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(1.0),Comparative tables of countries in the global database,I,TUR,Türkiye,TAX_REV,Tax revenue,S13,General government,T_2000,Social security contributions (SSC),_T,Total,PT_B1GQ,Percentage of GDP,A,Annual,2016,,7.243,,A,Normal value,0,Units,2000,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(1.0),Comparative tables of countries in the global database,I,CZE,Czechia,TAX_REV,Tax revenue,S13,General government,T_4000,Taxes on property,_T,Total,PT_B1GQ,Percentage of GDP,A,Annual,2009,,0.356,,A,Normal value,0,Units,4000,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(1.0),Comparative tables of countries in the global database,I,NOR,Norway,TAX_REV,Tax revenue,S13,General government,T_4000,Taxes on property,_T,Total,PT_B1GQ,Percentage of GDP,A,Annual,2016,,1.214,,A,Normal value,0,Units,4000,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(1.0),Comparative tables of countries in the global database,I,MHL,Marshall Islands,TAX_REV,Tax revenue,S13,General government,T_4000,Taxes on property,_T,Total,PT_B1GQ,Percentage of GDP,A,Annual,2009,,0.263,,A,Normal value,0,Units,4000,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(1.0),Comparative tables of countries in the global database,I,FIN,Finland,TAX_REV,Tax revenue,S13,General government,T_4000,Taxes on property,_T,Total,PT_B1GQ,Percentage of GDP,A,Annual,2016,,1.41,,A,Normal value,0,Units,4000,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(1.0),Comparative tables of countries in the global database,I,DEU,Germany,TAX_REV,Tax revenue,S13,General government,T_1000,"Taxes on income, profits and capital gains of individuals and corporations",_T,Total,PT_B1GQ,Percentage of GDP,A,Annual,2016,,12.015,,A,Normal value,0,Units,1000,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(1.0),Comparative tables of countries in the global database,I,BGD,Bangladesh,TAX_REV,Tax revenue,S13,General government,T_2000,Social security contributions (SSC),_T,Total,PT_B1GQ,Percentage of GDP,A,Annual,2018,,0,,A,Normal value,0,Units,2000,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(1.0),Comparative tables of countries in the global database,I,PRY,Paraguay,TAX_REV,Tax revenue,S13,General government,T_5000,Taxes on goods and services,_T,Total,PT_B1GQ,Percentage of GDP,A,Annual,2016,,7.44,,A,Normal value,0,Units,5000,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(1.0),Comparative tables of countries in the global database,I,KIR,Kiribati,TAX_REV,Tax revenue,S13,General government,T_2000,Social security contributions (SSC),_T,Total,PT_B1GQ,Percentage of GDP,A,Annual,2010,,0,,A,Normal value,0,Units,2000,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(1.0),Comparative tables of countries in the global database,I,LTU,Lithuania,TAX_REV,Tax revenue,S13,General government,T_3000,Taxes on payroll and workforce,_T,Total,PT_B1GQ,Percentage of GDP,A,Annual,2018,,0,,A,Normal value,0,Units,3000,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(1.0),Comparative tables of countries in the global database,I,NLD,Netherlands,TAX_REV,Tax revenue,S13,General government,T_1000,"Taxes on income, profits and capital gains of individuals and corporations",_T,Total,PT_B1GQ,Percentage of GDP,A,Annual,2016,,10.446,,A,Normal value,0,Units,1000,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(1.0),Comparative tables of countries in the global database,I,BTN,Bhutan,TAX_REV,Tax revenue,S13,General government,T_5000,Taxes on goods and services,_T,Total,PT_B1GQ,Percentage of GDP,A,Annual,2009,,4.728,,A,Normal value,0,Units,5000,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(1.0),Comparative tables of countries in the global database,I,THA,Thailand,TAX_REV,Tax revenue,S13,General government,T_2000,Social security contributions (SSC),_T,Total,PT_B1GQ,Percentage of GDP,A,Annual,2016,,1.016,,A,Normal value,0,Units,2000,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(1.0),Comparative tables of countries in the global database,I,HUN,Hungary,TAX_REV,Tax revenue,S13,General government,T_5000,Taxes on goods and services,_T,Total,PT_B1GQ,Percentage of GDP,A,Annual,2016,,16.52,,A,Normal value,0,Units,5000,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(1.0),Comparative tables of countries in the global database,I,FIN,Finland,TAX_REV,Tax revenue,S13,General government,T_5000,Taxes on goods and services,_T,Total,PT_B1GQ,Percentage of GDP,A,Annual,2016,,14.429,,A,Normal value,0,Units,5000,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(1.0),Comparative tables of countries in the global database,I,PRY,Paraguay,TAX_REV,Tax revenue,S13,General government,T_2000,Social security contributions (SSC),_T,Total,PT_B1GQ,Percentage of GDP,A,Annual,2009,,2.809,,A,Normal value,0,Units,2000,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(1.0),Comparative tables of countries in the global database,I,URY,Uruguay,TAX_REV,Tax revenue,S13,General government,T_5000,Taxes on goods and services,_T,Total,PT_B1GQ,Percentage of GDP,A,Annual,2016,,10.502,,A,Normal value,0,Units,5000,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(1.0),Comparative tables of countries in the global database,I,MLT,Malta,TAX_REV,Tax revenue,S13,General government,T_3000,Taxes on payroll and workforce,_T,Total,PT_B1GQ,Percentage of GDP,A,Annual,2018,,0,,A,Normal value,0,Units,3000,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(1.0),Comparative tables of countries in the global database,I,DOM,Dominican Republic,TAX_REV,Tax revenue,S13,General government,T_5000,Taxes on goods and services,_T,Total,PT_B1GQ,Percentage of GDP,A,Annual,2016,,8.443,,A,Normal value,0,Units,5000,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(1.0),Comparative tables of countries in the global database,I,SVK,Slovak Republic,TAX_REV,Tax revenue,S13,General government,T_2000,Social security contributions (SSC),_T,Total,PT_B1GQ,Percentage of GDP,A,Annual,2016,,14.109,,A,Normal value,0,Units,2000,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(1.0),Comparative tables of countries in the global database,I,FJI,Fiji,TAX_REV,Tax revenue,S13,General government,T_4000,Taxes on property,_T,Total,PT_B1GQ,Percentage of GDP,A,Annual,2016,,0.755,,A,Normal value,0,Units,4000,,1,One,_Z,Not applicable
